fn,ln,num,pos,min,sec,totsec,fga,fgm,tpa,tpm,fta,ftm,oreb,dreb,reb,ast,stl,blk,pf,pts,tov,fbpts,fbptsa,fbptsm,pip,pipa,pipm,court,pid,pm,blka,tf,status,memo,gid,hm_away,team,game_date,full_name,epoch,full_dt
Allonzo,Trier,14,,20,50,1250,4,0,4,0,2,2,0,1,1,1,0,0,3,2,1,0,0,0,0,0,0,1,1629019,-25,0,0,A,,0021900029,H,NYK,2019-10-26,Allonzo Trier,1572299759315,2019-10-28 21:55:59.315
Taj,Gibson,67,,5,12,312,1,0,1,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,201959,-4,0,0,A,,0021900029,H,NYK,2019-10-26,Taj Gibson,1572299759315,2019-10-28 21:55:59.315
Frank,Ntilikina,11,,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628373,0,0,0,A,,0021900029,H,NYK,2019-10-26,Frank Ntilikina,1572299759315,2019-10-28 21:55:59.315
Damyean,Dotson,21,,3,38,218,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1628422,2,0,0,A,,0021900029,H,NYK,2019-10-26,Damyean Dotson,1572299759315,2019-10-28 21:55:59.315
Wayne,Ellington,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201961,0,0,0,A,,0021900029,H,NYK,2019-10-26,Wayne Ellington,1572299759315,2019-10-28 21:55:59.315
Kadeem,Allen,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628443,0,0,0,I,,0021900029,H,NYK,2019-10-26,Kadeem Allen,1572299759315,2019-10-28 21:55:59.315
Ignas,Brazdeikis,17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629649,0,0,0,I,,0021900029,H,NYK,2019-10-26,Ignas Brazdeikis,1572299759315,2019-10-28 21:55:59.315
Reggie,Bullock,25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203493,0,0,0,I,,0021900029,H,NYK,2019-10-26,Reggie Bullock,1572299759315,2019-10-28 21:55:59.315
Ivan,Rabb,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628397,0,0,0,I,,0021900029,H,NYK,2019-10-26,Ivan Rabb,1572299759315,2019-10-28 21:55:59.315
Jonathan,Isaac,1,SF,25,15,1515,10,3,3,0,2,2,1,3,4,0,1,4,0,8,1,2,1,1,2,5,1,0,1628371,1,2,0,A,,0021900028,A,ORL,2019-10-26,Jonathan Isaac,1572142008967,2019-10-27 02:06:48.967
Aaron,Gordon,00,PF,30,26,1826,10,4,2,0,2,2,4,3,7,3,2,0,0,10,1,0,1,0,8,8,4,1,203932,-11,3,0,A,,0021900028,A,ORL,2019-10-26,Aaron Gordon,1572142008967,2019-10-27 02:06:48.967
Nikola,Vucevic,9,C,31,11,1871,19,7,4,0,2,2,4,6,10,1,1,1,3,16,2,0,0,0,12,10,6,1,202696,-8,2,0,A,,0021900028,A,ORL,2019-10-26,Nikola Vucevic,1572142008967,2019-10-27 02:06:48.967
Evan,Fournier,10,SG,29,42,1782,18,8,6,1,7,6,0,3,3,2,1,0,2,23,2,0,0,0,14,10,7,1,203095,-12,2,0,A,,0021900028,A,ORL,2019-10-26,Evan Fournier,1572142008967,2019-10-27 02:06:48.967
D.J.,Augustin,14,PG,23,41,1421,11,5,1,0,4,4,2,0,2,4,0,0,0,14,1,2,1,1,10,10,5,0,201571,-14,0,0,A,,0021900028,A,ORL,2019-10-26,D.J. Augustin,1572142008967,2019-10-27 02:06:48.967
Markelle,Fultz,20,,24,19,1459,11,4,6,2,2,2,2,1,3,3,0,0,4,12,0,0,0,0,0,2,0,1,1628365,10,0,0,A,,0021900028,A,ORL,2019-10-26,Markelle Fultz,1572142008967,2019-10-27 02:06:48.967
Al-Farouq,Aminu,2,,21,26,1286,3,0,0,0,2,1,2,2,4,0,0,0,2,1,0,1,0,0,0,2,0,0,202329,10,0,0,A,,0021900028,A,ORL,2019-10-26,Al-Farouq Aminu,1572142008967,2019-10-27 02:06:48.967
Mo,Bamba,5,,13,38,818,3,1,1,0,0,0,1,4,5,0,0,1,0,2,1,0,2,0,2,2,1,0,1628964,2,0,0,A,,0021900028,A,ORL,2019-10-26,Mo Bamba,1572142008967,2019-10-27 02:06:48.967
Terrence,Ross,8,,23,40,1420,8,1,6,1,5,5,0,4,4,1,0,0,1,8,1,3,1,1,0,0,0,1,203082,6,0,0,A,,0021900028,A,ORL,2019-10-26,Terrence Ross,1572142008967,2019-10-27 02:06:48.967
Michael,Carter-Williams,7,,16,40,1000,6,2,2,1,0,0,1,3,4,1,3,1,3,5,1,0,1,0,2,4,1,0,203487,-4,0,0,A,,0021900028,A,ORL,2019-10-26,Michael Carter-Williams,1572142008967,2019-10-27 02:06:48.967
Khem,Birch,24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203920,0,0,0,A,,0021900028,A,ORL,2019-10-26,Khem Birch,1572142008967,2019-10-27 02:06:48.967
Melvin,Frazier Jr.,35,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628982,0,0,0,A,,0021900028,A,ORL,2019-10-26,Melvin Frazier Jr.,1572142008967,2019-10-27 02:06:48.967
Wes,Iwundu,25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628411,0,0,0,A,,0021900028,A,ORL,2019-10-26,Wes Iwundu,1572142008967,2019-10-27 02:06:48.967
Amile,Jefferson,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628518,0,0,0,I,,0021900028,A,ORL,2019-10-26,Amile Jefferson,1572142008967,2019-10-27 02:06:48.967
Josh,Magette,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203705,0,0,0,I,,0021900028,A,ORL,2019-10-26,Josh Magette,1572142008967,2019-10-27 02:06:48.967
De'Andre,Hunter,12,SF,22,1,1321,5,3,1,0,0,0,0,3,3,1,0,1,4,6,0,0,0,0,6,4,3,1,1629631,21,0,0,A,,0021900028,H,ATL,2019-10-26,De'Andre Hunter,1572142008967,2019-10-27 02:06:48.967
John,Collins,20,PF,33,4,1984,8,4,1,0,4,1,2,10,12,1,0,4,3,9,2,2,1,1,8,6,4,1,1628381,10,2,0,A,,0021900028,H,ATL,2019-10-26,John Collins,1572142008967,2019-10-27 02:06:48.967
Alex,Len,25,C,19,39,1179,4,1,2,1,0,0,0,4,4,1,0,1,4,3,2,0,0,0,0,2,0,0,203458,1,1,0,A,,0021900028,H,ATL,2019-10-26,Alex Len,1572142008967,2019-10-27 02:06:48.967
Cameron,Reddish,22,SG,22,59,1379,9,3,3,0,0,0,1,2,3,0,1,0,1,6,1,0,0,0,6,4,3,1,1629629,-1,0,0,A,,0021900028,H,ATL,2019-10-26,Cameron Reddish,1572142008967,2019-10-27 02:06:48.967
Trae,Young,11,PG,35,58,2158,25,16,10,5,4,2,0,7,7,9,2,0,2,39,5,5,3,2,16,11,8,0,1629027,14,2,0,A,,0021900028,H,ATL,2019-10-26,Trae Young,1572142008967,2019-10-27 02:06:48.967
Kevin,Huerter,3,,20,41,1241,7,3,5,2,2,2,0,2,2,4,0,1,1,10,1,3,1,1,0,1,0,0,1628989,-7,0,0,A,,0021900028,H,ATL,2019-10-26,Kevin Huerter,1572142008967,2019-10-27 02:06:48.967
Jabari,Parker,5,,17,45,1065,7,4,2,1,1,1,1,3,4,1,0,1,3,10,3,0,1,0,6,5,3,0,203953,-2,1,0,A,,0021900028,H,ATL,2019-10-26,Jabari Parker,1572142008967,2019-10-27 02:06:48.967
Bruno,Fernando,24,,8,57,537,3,2,1,0,0,0,3,2,5,2,0,0,0,4,2,0,0,0,4,2,2,0,1628981,-5,0,0,A,,0021900028,H,ATL,2019-10-26,Bruno Fernando,1572142008967,2019-10-27 02:06:48.967
DeAndre',Bembry,95,,25,37,1537,9,4,2,0,2,1,2,5,7,1,1,0,3,9,1,4,2,2,8,7,4,1,1627761,-18,0,0,A,,0021900028,H,ATL,2019-10-26,DeAndre' Bembry,1572142008967,2019-10-27 02:06:48.967
Evan,Turner,1,,10,44,644,2,0,1,0,2,1,0,3,3,1,0,0,2,1,1,0,0,0,0,0,0,0,202323,-8,1,0,A,,0021900028,H,ATL,2019-10-26,Evan Turner,1572142008967,2019-10-27 02:06:48.967
Vince,Carter,15,,11,54,714,3,1,2,0,0,0,0,2,2,1,1,0,0,2,0,0,0,0,2,1,1,1,1713,16,0,0,A,,0021900028,H,ATL,2019-10-26,Vince Carter,1572142008967,2019-10-27 02:06:48.967
Damian,Jones,30,,10,37,637,2,2,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,4,2,2,0,1627745,-1,0,0,A,,0021900028,H,ATL,2019-10-26,Damian Jones,1572142008967,2019-10-27 02:06:48.967
Tyrone,Wallace,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1627820,0,0,0,A,,0021900028,H,ATL,2019-10-26,Tyrone Wallace,1572142008967,2019-10-27 02:06:48.967
Charles,Brown Jr.,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629718,0,0,0,I,,0021900028,H,ATL,2019-10-26,Charles Brown Jr.,1572142008967,2019-10-27 02:06:48.967
Allen,Crabbe,33,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203459,0,0,0,I,,0021900028,H,ATL,2019-10-26,Allen Crabbe,1572142008967,2019-10-27 02:06:48.967
Brandon,Goodwin,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629164,0,0,0,I,,0021900028,H,ATL,2019-10-26,Brandon Goodwin,1572142008967,2019-10-27 02:06:48.967
Chandler,Parsons,31,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202718,0,0,0,I,,0021900028,H,ATL,2019-10-26,Chandler Parsons,1572142008967,2019-10-27 02:06:48.967
Matisse,Thybulle,22,SF,23,43,1423,3,0,2,0,0,0,1,1,2,2,2,0,0,0,4,0,1,0,0,1,0,1,1629680,3,1,0,A,,0021900027,A,PHI,2019-10-26,Matisse Thybulle,1572141164275,2019-10-27 01:52:44.275
Tobias,Harris,12,PF,35,24,2124,15,10,6,4,6,5,0,7,7,1,2,0,5,29,3,2,1,1,10,8,5,1,202699,-2,1,0,A,,0021900027,A,PHI,2019-10-26,Tobias Harris,1572141164275,2019-10-27 01:52:44.275
Al,Horford,42,C,34,3,2043,18,9,7,2,5,3,0,9,9,5,1,0,4,23,0,0,0,0,10,8,5,1,201143,9,1,0,A,,0021900027,A,PHI,2019-10-26,Al Horford,1572141164275,2019-10-27 01:52:44.275
Josh,Richardson,0,SG,37,3,2223,12,4,4,0,2,2,0,1,1,6,2,0,2,10,3,0,0,0,8,5,4,1,1626196,10,2,0,A,,0021900027,A,PHI,2019-10-26,Josh Richardson,1572141164275,2019-10-27 01:52:44.275
Ben,Simmons,25,PG,35,14,2114,13,5,0,0,7,3,0,4,4,10,7,0,4,13,5,2,2,1,10,13,5,1,1627732,7,1,0,A,,0021900027,A,PHI,2019-10-26,Ben Simmons,1572141164275,2019-10-27 01:52:44.275
Kyle,O'Quinn,9,,14,15,855,2,0,1,0,4,2,2,4,6,0,0,2,3,2,2,0,0,0,0,1,0,0,203124,-7,0,0,A,,0021900027,A,PHI,2019-10-26,Kyle O'Quinn,1572141164275,2019-10-27 01:52:44.275
Furkan,Korkmaz,30,,7,46,466,3,0,3,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,1627788,-13,0,0,A,,0021900027,A,PHI,2019-10-26,Furkan Korkmaz,1572141164275,2019-10-27 01:52:44.275
James,Ennis III,11,,11,56,716,4,3,1,0,4,3,1,2,3,1,0,0,1,9,0,3,1,1,4,2,2,0,203516,1,0,0,A,,0021900027,A,PHI,2019-10-26,James Ennis III,1572141164275,2019-10-27 01:52:44.275
Mike,Scott,1,,22,18,1338,7,5,6,5,2,2,1,2,3,1,0,0,2,17,0,0,0,0,0,0,0,0,203118,11,0,0,A,,0021900027,A,PHI,2019-10-26,Mike Scott,1572141164275,2019-10-27 01:52:44.275
Shake,Milton,18,,12,9,729,7,4,4,2,0,0,0,2,2,2,0,0,2,10,2,0,0,0,4,3,2,0,1629003,9,0,0,A,,0021900027,A,PHI,2019-10-26,Shake Milton,1572141164275,2019-10-27 01:52:44.275
Raul,Neto,19,,6,8,368,3,2,0,0,0,0,1,0,1,2,0,0,0,4,1,0,0,0,4,3,2,0,203526,2,1,0,A,,0021900027,A,PHI,2019-10-26,Raul Neto,1572141164275,2019-10-27 01:52:44.275
Trey,Burke,23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203504,0,0,0,A,,0021900027,A,PHI,2019-10-26,Trey Burke,1572141164275,2019-10-27 01:52:44.275
Norvel,Pelle,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203658,0,0,0,A,,0021900027,A,PHI,2019-10-26,Norvel Pelle,1572141164275,2019-10-27 01:52:44.275
Jonah,Bolden,43,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628413,0,0,0,I,,0021900027,A,PHI,2019-10-26,Jonah Bolden,1572141164275,2019-10-27 01:52:44.275
Joel,Embiid,21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203954,0,0,0,I,,0021900027,A,PHI,2019-10-26,Joel Embiid,1572141164275,2019-10-27 01:52:44.275
Marial,Shayok,35,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629621,0,0,0,I,,0021900027,A,PHI,2019-10-26,Marial Shayok,1572141164275,2019-10-27 01:52:44.275
Zhaire,Smith,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629015,0,0,0,I,,0021900027,A,PHI,2019-10-26,Zhaire Smith,1572141164275,2019-10-27 01:52:44.275
Tony,Snell,17,SF,24,57,1497,4,1,3,1,0,0,0,1,1,6,2,0,3,3,0,0,0,0,0,1,0,1,203503,-10,0,0,A,,0021900027,H,DET,2019-10-26,Tony Snell,1572141164275,2019-10-27 01:52:44.275
Markieff,Morris,8,PF,26,28,1588,7,5,4,2,7,5,0,6,6,1,2,1,4,17,4,4,2,2,6,3,3,1,202693,3,0,1,A,,0021900027,H,DET,2019-10-26,Markieff Morris,1572141164275,2019-10-27 01:52:44.275
Andre,Drummond,0,C,24,37,1477,10,5,0,0,10,3,3,9,12,1,0,2,6,13,2,0,0,0,10,10,5,0,203083,-1,1,0,A,,0021900027,H,DET,2019-10-26,Andre Drummond,1572141164275,2019-10-27 01:52:44.275
Bruce,Brown,6,SG,15,45,945,5,1,2,0,2,1,0,1,1,0,1,0,2,3,3,2,1,1,2,3,1,0,1628971,-1,1,0,A,,0021900027,H,DET,2019-10-26,Bruce Brown,1572141164275,2019-10-27 01:52:44.275
Tim,Frazier,12,PG,21,16,1276,6,2,2,1,2,1,0,2,2,4,2,0,4,6,4,0,0,0,0,1,0,0,204025,-3,0,0,A,,0021900027,H,DET,2019-10-26,Tim Frazier,1572141164275,2019-10-27 01:52:44.275
Luke,Kennard,5,,32,0,1920,11,6,3,1,3,3,0,1,1,2,0,0,4,16,0,0,0,0,6,3,3,1,1628379,-3,0,0,A,,0021900027,H,DET,2019-10-26,Luke Kennard,1572141164275,2019-10-27 01:52:44.275
Langston,Galloway,9,,25,47,1547,3,2,1,1,6,4,0,2,2,2,0,0,1,9,0,2,2,1,2,2,1,0,204038,-6,0,0,A,,0021900027,H,DET,2019-10-26,Langston Galloway,1572141164275,2019-10-27 01:52:44.275
Thon,Maker,7,,23,22,1402,3,1,0,0,0,0,0,2,2,1,1,2,1,2,3,0,0,0,2,2,1,1,1627748,-5,0,0,A,,0021900027,H,DET,2019-10-26,Thon Maker,1572141164275,2019-10-27 01:52:44.275
Derrick,Rose,25,,26,44,1604,21,14,1,1,2,2,0,3,3,3,3,2,2,31,6,2,2,1,20,13,10,1,201565,-3,1,0,A,,0021900027,H,DET,2019-10-26,Derrick Rose,1572141164275,2019-10-27 01:52:44.275
Christian,Wood,35,,19,3,1143,6,4,3,1,4,2,2,3,5,0,0,0,1,11,1,0,0,0,6,3,3,0,1626174,-1,0,0,A,,0021900027,H,DET,2019-10-26,Christian Wood,1572141164275,2019-10-27 01:52:44.275
Jordan,Bone,18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629648,0,0,0,A,,0021900027,H,DET,2019-10-26,Jordan Bone,1572141164275,2019-10-27 01:52:44.275
Svi,Mykhailiuk,19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629004,0,0,0,A,,0021900027,H,DET,2019-10-26,Svi Mykhailiuk,1572141164275,2019-10-27 01:52:44.275
Khyri,Thomas,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629017,0,0,0,A,,0021900027,H,DET,2019-10-26,Khyri Thomas,1572141164275,2019-10-27 01:52:44.275
Sekou,Doumbouya,45,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629635,0,0,0,I,,0021900027,H,DET,2019-10-26,Sekou Doumbouya,1572141164275,2019-10-27 01:52:44.275
Blake,Griffin,23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201933,0,0,0,I,,0021900027,H,DET,2019-10-26,Blake Griffin,1572141164275,2019-10-27 01:52:44.275
Reggie,Jackson,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202704,0,0,0,I,,0021900027,H,DET,2019-10-26,Reggie Jackson,1572141164275,2019-10-27 01:52:44.275
Louis,King,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629663,0,0,0,I,,0021900027,H,DET,2019-10-26,Louis King,1572141164275,2019-10-27 01:52:44.275
Justise,Winslow,20,SF,40,40,2440,16,4,2,0,6,2,4,9,13,7,1,0,4,10,3,2,1,1,8,12,4,1,1626159,16,1,0,A,,0021900026,A,MIA,2019-10-26,Justise Winslow,1572173317293,2019-10-27 10:48:37.293
Bam,Adebayo,13,PF,38,28,2308,9,5,1,0,12,9,2,11,13,8,0,1,2,19,3,0,0,0,10,8,5,1,1628389,-2,2,0,A,,0021900026,A,MIA,2019-10-26,Bam Adebayo,1572173317293,2019-10-27 10:48:37.293
Meyers,Leonard,0,C,23,30,1410,4,3,2,2,0,0,1,6,7,0,1,0,3,8,1,0,0,0,2,2,1,0,203086,-8,0,0,A,,0021900026,A,MIA,2019-10-26,Meyers Leonard,1572173317293,2019-10-27 10:48:37.293
Tyler,Herro,14,SG,32,19,1939,16,6,7,2,0,0,0,5,5,0,0,0,3,14,3,2,3,1,2,2,1,1,1629639,-9,0,0,A,,0021900026,A,MIA,2019-10-26,Tyler Herro,1572173317293,2019-10-27 10:48:37.293
Kendrick,Nunn,25,PG,28,31,1711,17,8,8,2,0,0,0,4,4,5,2,1,6,18,1,2,2,1,8,7,4,0,1629134,-3,0,0,A,,0021900026,A,MIA,2019-10-26,Kendrick Nunn,1572173317293,2019-10-27 10:48:37.293
Goran,Dragic,7,,34,31,2071,16,7,8,2,15,9,0,6,6,8,1,0,1,25,2,0,1,0,8,7,4,1,201609,2,0,0,A,,0021900026,A,MIA,2019-10-26,Goran Dragic,1572173317293,2019-10-27 10:48:37.293
Derrick,Jones Jr.,5,,15,32,932,6,5,2,1,3,3,0,2,2,0,1,0,2,14,0,2,1,1,8,4,4,0,1627884,5,0,0,A,,0021900026,A,MIA,2019-10-26,Derrick Jones Jr.,1572173317293,2019-10-27 10:48:37.293
Kelly,Olynyk,9,,27,40,1660,11,5,9,4,0,0,1,3,4,5,1,0,6,14,3,3,1,1,2,2,1,0,203482,15,1,0,A,,0021900026,A,MIA,2019-10-26,Kelly Olynyk,1572173317293,2019-10-27 10:48:37.293
Duncan,Robinson,55,,23,18,1398,6,3,5,3,0,0,0,0,0,0,0,1,3,9,0,0,1,0,0,0,0,1,1629130,11,0,0,A,,0021900026,A,MIA,2019-10-26,Duncan Robinson,1572173317293,2019-10-27 10:48:37.293
Chris,Silva,30,,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629735,-2,0,0,A,,0021900026,A,MIA,2019-10-26,Chris Silva,1572173317293,2019-10-27 10:48:37.293
Udonis,Haslem,40,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2617,0,0,0,A,,0021900026,A,MIA,2019-10-26,Udonis Haslem,1572173317293,2019-10-27 10:48:37.293
Daryl,Macon,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629133,0,0,0,A,,0021900026,A,MIA,2019-10-26,Daryl Macon,1572173317293,2019-10-27 10:48:37.293
KZ,Okpala,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629644,0,0,0,A,,0021900026,A,MIA,2019-10-26,KZ Okpala,1572173317293,2019-10-27 10:48:37.293
Jimmy,Butler,22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202710,0,0,0,I,,0021900026,A,MIA,2019-10-26,Jimmy Butler,1572173317293,2019-10-27 10:48:37.293
James,Johnson,16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201949,0,0,0,I,,0021900026,A,MIA,2019-10-26,James Johnson,1572173317293,2019-10-27 10:48:37.293
Dion,Waiters,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203079,0,0,0,I,,0021900026,A,MIA,2019-10-26,Dion Waiters,1572173317293,2019-10-27 10:48:37.293
Khris,Middleton,22,SF,37,22,2242,16,7,11,4,9,7,0,4,4,3,1,0,5,25,2,3,1,1,4,2,2,1,203114,4,0,0,A,,0021900026,H,MIL,2019-10-26,Khris Middleton,1572173317293,2019-10-27 10:48:37.293
Giannis,Antetokounmpo,34,PF,36,38,2198,21,12,5,0,9,5,3,14,17,9,3,2,6,29,8,8,6,4,22,14,11,0,203507,0,0,0,A,,0021900026,H,MIL,2019-10-26,Giannis Antetokounmpo,1572173317293,2019-10-27 10:48:37.293
Brook,Lopez,11,C,34,39,2079,9,2,8,2,6,6,0,7,7,1,0,1,1,12,2,0,1,0,0,1,0,1,201572,4,0,0,A,,0021900026,H,MIL,2019-10-26,Brook Lopez,1572173317293,2019-10-27 10:48:37.293
Wesley,Matthews,9,SG,30,6,1806,9,5,7,4,0,0,0,1,1,1,1,0,3,14,0,6,2,2,2,1,1,1,202083,-6,0,0,A,,0021900026,H,MIL,2019-10-26,Wesley Matthews,1572173317293,2019-10-27 10:48:37.293
Eric,Bledsoe,6,PG,33,13,1993,8,3,2,0,6,4,0,7,7,2,1,0,5,10,3,2,2,1,6,6,3,0,202339,4,2,0,A,,0021900026,H,MIL,2019-10-26,Eric Bledsoe,1572173317293,2019-10-27 10:48:37.293
George,Hill,3,,28,47,1727,4,2,3,1,0,0,0,2,2,4,1,1,6,5,1,0,0,0,2,1,1,0,201588,-18,0,0,A,,0021900026,H,MIL,2019-10-26,George Hill,1572173317293,2019-10-27 10:48:37.293
Pat,Connaughton,24,,13,2,782,2,0,2,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1626192,-3,0,0,A,,0021900026,H,MIL,2019-10-26,Pat Connaughton,1572173317293,2019-10-27 10:48:37.293
Robin,Lopez,42,,12,45,765,6,3,2,0,0,0,0,1,1,0,0,0,2,6,1,0,0,0,4,3,2,0,201577,-1,0,0,A,,0021900026,H,MIL,2019-10-26,Robin Lopez,1572173317293,2019-10-27 10:48:37.293
Ersan,Ilyasova,7,,20,28,1228,8,3,5,2,3,3,1,4,5,1,1,0,1,11,0,3,1,1,2,2,1,1,101141,-9,0,0,A,,0021900026,H,MIL,2019-10-26,Ersan Ilyasova,1572173317293,2019-10-27 10:48:37.293
Kyle,Korver,26,,17,41,1061,11,4,9,4,2,2,1,0,1,0,0,0,2,14,1,3,3,1,0,2,0,1,2594,0,1,0,A,,0021900026,H,MIL,2019-10-26,Kyle Korver,1572173317293,2019-10-27 10:48:37.293
Sterling,Brown,23,,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628425,0,0,0,A,,0021900026,H,MIL,2019-10-26,Sterling Brown,1572173317293,2019-10-27 10:48:37.293
Donte,DiVincenzo,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628978,0,0,0,A,,0021900026,H,MIL,2019-10-26,Donte DiVincenzo,1572173317293,2019-10-27 10:48:37.293
D.J.,Wilson,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628391,0,0,0,A,,0021900026,H,MIL,2019-10-26,D.J. Wilson,1572173317293,2019-10-27 10:48:37.293
Thanasis,Antetokounmpo,43,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203648,0,0,0,I,,0021900026,H,MIL,2019-10-26,Thanasis Antetokounmpo,1572173317293,2019-10-27 10:48:37.293
Dragan,Bender,17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1627733,0,0,0,I,,0021900026,H,MIL,2019-10-26,Dragan Bender,1572173317293,2019-10-27 10:48:37.293
Frank,Mason,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628412,0,0,0,I,,0021900026,H,MIL,2019-10-26,Frank Mason,1572173317293,2019-10-27 10:48:37.293
Cameron,Reynolds,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629244,0,0,0,I,,0021900026,H,MIL,2019-10-26,Cameron Reynolds,1572173317293,2019-10-27 10:48:37.293
Joe,Ingles,2,SF,28,22,1702,2,1,1,0,0,0,0,3,3,4,0,0,3,2,2,2,1,1,2,1,1,0,204060,-9,0,0,A,,0021900025,A,UTA,2019-10-25,Joe Ingles,1572082580472,2019-10-26 09:36:20.472
Jeff,Green,22,PF,23,23,1403,7,2,2,1,0,0,0,3,3,1,1,0,3,5,3,2,1,1,2,4,1,0,201145,2,1,0,A,,0021900025,A,UTA,2019-10-25,Jeff Green,1572082580472,2019-10-26 09:36:20.472
Rudy,Gobert,27,C,32,24,1944,8,4,0,0,1,0,0,9,9,3,2,0,3,8,3,0,0,0,8,8,4,0,203497,-2,2,0,A,,0021900025,A,UTA,2019-10-25,Rudy Gobert,1572082580472,2019-10-26 09:36:20.472
