fn,ln,num,pos,min,sec,totsec,fga,fgm,tpa,tpm,fta,ftm,oreb,dreb,reb,ast,stl,blk,pf,pts,tov,fbpts,fbptsa,fbptsm,pip,pipa,pipm,court,pid,pm,blka,tf,status,memo,gid,hm_away,team,game_date,full_name,epoch,full_dt
Garrison,Mathews,24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629726,0,0,0,I,,0021900352,A,WAS,2019-12-10,Garrison Mathews,1576031601794,2019-12-11 02:33:21.794
Jordan,McRae,52,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203895,0,0,0,I,,0021900352,A,WAS,2019-12-10,Jordan McRae,1576031601794,2019-12-11 02:33:21.794
CJ,Miles,34,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101139,0,0,0,I,,0021900352,A,WAS,2019-12-10,CJ Miles,1576031601794,2019-12-11 02:33:21.794
Isaiah,Thomas,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202738,0,0,0,I,,0021900352,A,WAS,2019-12-10,Isaiah Thomas,1576031601794,2019-12-11 02:33:21.794
John,Wall,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202322,0,0,0,I,,0021900352,A,WAS,2019-12-10,John Wall,1576031601794,2019-12-11 02:33:21.794
Miles,Bridges,0,SF,38,2,2282,14,6,6,3,2,1,0,2,2,3,0,2,3,16,1,0,1,0,6,8,3,1,1628970,-2,1,0,A,,0021900352,H,CHA,2019-12-10,Miles Bridges,1576031601794,2019-12-11 02:33:21.794
P.J.,Washington,25,PF,39,45,2385,13,5,9,3,2,2,0,4,4,3,0,1,5,15,4,3,2,1,2,3,1,1,1629023,29,1,0,A,,0021900352,H,CHA,2019-12-10,P.J. Washington,1576031601794,2019-12-11 02:33:21.794
Bismack,Biyombo,8,C,23,35,1415,6,4,0,0,6,5,5,10,15,0,0,0,3,13,0,1,0,0,8,6,4,0,202687,-1,1,0,A,,0021900352,H,CHA,2019-12-10,Bismack Biyombo,1576031601794,2019-12-11 02:33:21.794
Devonte',Graham,4,SG,35,30,2130,19,9,11,6,6,5,0,1,1,6,2,1,5,29,1,3,1,1,6,7,3,0,1628984,18,2,0,A,,0021900352,H,CHA,2019-12-10,Devonte' Graham,1576031601794,2019-12-11 02:33:21.794
Terry,Rozier,3,PG,37,45,2265,14,5,7,1,7,6,2,6,8,7,1,0,1,17,1,0,0,0,6,5,3,1,1626179,15,1,0,A,,0021900352,H,CHA,2019-12-10,Terry Rozier,1576031601794,2019-12-11 02:33:21.794
Malik,Monk,1,,15,3,903,6,2,4,2,0,0,0,3,3,2,0,0,0,6,1,0,0,0,0,2,0,0,1628370,-13,1,0,A,,0021900352,H,CHA,2019-12-10,Malik Monk,1576031601794,2019-12-11 02:33:21.794
Michael,Kidd-Gilchrist,14,,15,11,911,5,2,2,0,1,0,1,2,3,0,0,0,1,4,1,0,0,0,4,3,2,1,203077,3,0,0,A,,0021900352,H,CHA,2019-12-10,Michael Kidd-Gilchrist,1576031601794,2019-12-11 02:33:21.794
Cody,Zeller,40,,22,22,1342,6,5,2,1,4,3,2,8,10,0,1,0,4,14,4,1,0,0,8,4,4,1,203469,4,0,0,A,,0021900352,H,CHA,2019-12-10,Cody Zeller,1576031601794,2019-12-11 02:33:21.794
Nicolas,Batum,5,,12,45,765,2,0,0,0,0,0,1,1,2,1,0,0,4,0,0,0,0,0,0,1,0,0,201587,-18,0,0,A,,0021900352,H,CHA,2019-12-10,Nicolas Batum,1576031601794,2019-12-11 02:33:21.794
Dwayne,Bacon,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628407,0,0,0,A,,0021900352,H,CHA,2019-12-10,Dwayne Bacon,1576031601794,2019-12-11 02:33:21.794
Willy,Hernangomez,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1626195,0,0,0,A,,0021900352,H,CHA,2019-12-10,Willy Hernangomez,1576031601794,2019-12-11 02:33:21.794
Cody,Martin,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628998,0,0,0,A,,0021900352,H,CHA,2019-12-10,Cody Martin,1576031601794,2019-12-11 02:33:21.794
Robert,Franks,22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629606,0,0,0,I,,0021900352,H,CHA,2019-12-10,Robert Franks,1576031601794,2019-12-11 02:33:21.794
Caleb,Martin,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628997,0,0,0,I,,0021900352,H,CHA,2019-12-10,Caleb Martin,1576031601794,2019-12-11 02:33:21.794
Jalen,McDaniels,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629667,0,0,0,I,,0021900352,H,CHA,2019-12-10,Jalen McDaniels,1576031601794,2019-12-11 02:33:21.794
Kobi,Simmons,23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628424,0,0,0,I,,0021900352,H,CHA,2019-12-10,Kobi Simmons,1576031601794,2019-12-11 02:33:21.794
Marvin,Williams,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101107,0,0,0,I,,0021900352,H,CHA,2019-12-10,Marvin Williams,1576031601794,2019-12-11 02:33:21.794
Jae,Crowder,99,SF,30,20,1820,6,1,4,0,0,0,0,9,9,1,2,0,3,2,1,2,3,1,2,2,1,1,203109,12,1,0,A,,0021900351,A,MEM,2019-12-09,Jae Crowder,1575958544684,2019-12-10 06:15:44.684
Jaren,Jackson Jr.,13,PF,29,22,1762,14,6,9,2,3,2,0,3,3,2,1,3,5,16,3,0,1,0,8,5,4,1,1628991,10,2,0,A,,0021900351,A,MEM,2019-12-09,Jaren Jackson Jr.,1575958544684,2019-12-10 06:15:44.684
Jonas,Valanciunas,17,C,27,16,1636,7,5,2,2,3,1,1,9,10,4,0,0,6,13,3,3,1,1,6,5,3,0,202685,3,0,0,A,,0021900351,A,MEM,2019-12-09,Jonas Valanciunas,1575958544684,2019-12-10 06:15:44.684
Dillon,Brooks,24,SG,30,44,1844,12,6,7,3,2,2,0,3,3,2,2,0,3,17,1,6,4,2,4,3,2,1,1628415,7,1,0,A,,0021900351,A,MEM,2019-12-09,Dillon Brooks,1575958544684,2019-12-10 06:15:44.684
Ja,Morant,12,PG,29,27,1767,14,8,5,3,8,7,0,2,2,7,1,0,1,26,2,4,3,1,6,7,3,1,1629630,0,2,0,A,,0021900351,A,MEM,2019-12-09,Ja Morant,1575958544684,2019-12-10 06:15:44.684
Grayson,Allen,3,,11,49,709,8,6,4,3,0,0,0,2,2,0,0,1,0,15,2,7,5,3,6,4,3,0,1628960,7,0,0,A,,0021900351,A,MEM,2019-12-09,Grayson Allen,1575958544684,2019-12-10 06:15:44.684
Tyus,Jones,21,,15,32,932,3,2,1,1,0,0,0,3,3,7,1,1,1,5,0,0,0,0,2,2,1,0,1626145,10,0,0,A,,0021900351,A,MEM,2019-12-09,Tyus Jones,1575958544684,2019-12-10 06:15:44.684
Solomon,Hill,44,,30,16,1816,7,1,5,1,0,0,0,4,4,3,3,1,1,3,2,0,0,0,0,1,0,1,203524,-1,0,0,A,,0021900351,A,MEM,2019-12-09,Solomon Hill,1575958544684,2019-12-10 06:15:44.684
De'Anthony,Melton,0,,17,2,1022,6,3,1,0,1,1,0,4,4,3,2,0,0,7,4,3,1,1,4,2,2,0,1629001,0,0,0,A,,0021900351,A,MEM,2019-12-09,De'Anthony Melton,1575958544684,2019-12-10 06:15:44.684
Marko,Guduric,23,,11,42,702,3,1,2,0,0,0,0,1,1,0,1,0,0,2,0,0,1,0,2,1,1,0,1629741,-6,0,0,A,,0021900351,A,MEM,2019-12-09,Marko Guduric,1575958544684,2019-12-10 06:15:44.684
Bruno,Caboclo,5,,6,30,390,2,2,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,4,2,2,0,203998,-2,0,0,A,,0021900351,A,MEM,2019-12-09,Bruno Caboclo,1575958544684,2019-12-10 06:15:44.684
Kyle,Anderson,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203937,0,0,0,A,,0021900351,A,MEM,2019-12-09,Kyle Anderson,1575958544684,2019-12-10 06:15:44.684
Yuta,Watanabe,18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629139,0,0,0,A,,0021900351,A,MEM,2019-12-09,Yuta Watanabe,1575958544684,2019-12-10 06:15:44.684
Brandon,Clarke,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629634,0,0,0,I,,0021900351,A,MEM,2019-12-09,Brandon Clarke,1575958544684,2019-12-10 06:15:44.684
Andre,Iguodala,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2738,0,0,0,I,,0021900351,A,MEM,2019-12-09,Andre Iguodala,1575958544684,2019-12-10 06:15:44.684
Josh,Jackson,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628367,0,0,0,I,,0021900351,A,MEM,2019-12-09,Josh Jackson,1575958544684,2019-12-10 06:15:44.684
John,Konchar,46,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629723,0,0,0,I,,0021900351,A,MEM,2019-12-09,John Konchar,1575958544684,2019-12-10 06:15:44.684
Eric,Paschall,7,SF,21,29,1289,10,2,2,0,1,1,1,1,2,0,0,1,0,5,2,0,0,0,4,6,2,0,1629672,-14,3,0,A,,0021900351,H,GSW,2019-12-09,Eric Paschall,1575958544684,2019-12-10 06:15:44.684
Draymond,Green,23,PF,33,23,2003,13,6,3,1,4,3,1,2,3,5,1,3,3,16,4,3,3,1,8,7,4,1,203110,-11,0,0,A,,0021900351,H,GSW,2019-12-09,Draymond Green,1575958544684,2019-12-10 06:15:44.684
Willie,Cauley-Stein,2,C,24,15,1455,9,6,0,0,6,5,2,6,8,2,1,2,2,17,1,2,0,0,12,7,6,0,1626161,-8,0,0,A,,0021900351,H,GSW,2019-12-09,Willie Cauley-Stein,1575958544684,2019-12-10 06:15:44.684
Glenn,Robinson III,22,SG,31,49,1909,7,2,2,0,0,0,0,8,8,0,3,0,2,4,0,0,1,0,2,4,1,1,203922,-11,1,0,A,,0021900351,H,GSW,2019-12-09,Glenn Robinson III,1575958544684,2019-12-10 06:15:44.684
D'Angelo,Russell,0,PG,34,6,2046,22,6,10,4,4,2,1,2,3,7,1,0,1,18,3,0,2,0,4,8,2,1,1626156,-12,0,0,A,,0021900351,H,GSW,2019-12-09,D'Angelo Russell,1575958544684,2019-12-10 06:15:44.684
Kevon,Looney,5,,10,18,618,2,0,0,0,0,0,1,2,3,0,1,0,2,0,0,0,0,0,0,1,0,0,1626172,-6,0,0,A,,0021900351,H,GSW,2019-12-09,Kevon Looney,1575958544684,2019-12-10 06:15:44.684
Alec,Burks,8,,30,6,1806,9,4,4,2,8,8,2,5,7,6,3,0,3,18,3,2,1,0,4,4,2,1,202692,4,0,0,A,,0021900351,H,GSW,2019-12-09,Alec Burks,1575958544684,2019-12-10 06:15:44.684
Ky,Bowman,12,,16,5,965,7,3,3,2,0,0,0,4,4,1,0,0,4,8,0,0,0,0,0,1,0,1,1629065,1,1,0,A,,0021900351,H,GSW,2019-12-09,Ky Bowman,1575958544684,2019-12-10 06:15:44.684
Omari,Spellman,4,,14,37,877,4,3,2,2,2,2,0,2,2,1,0,0,0,10,1,3,1,1,2,1,1,0,1629016,3,0,0,A,,0021900351,H,GSW,2019-12-09,Omari Spellman,1575958544684,2019-12-10 06:15:44.684
Jacob,Evans,10,,11,13,673,4,1,0,0,0,0,0,1,1,1,0,0,2,2,1,0,0,0,0,1,0,0,1628980,9,0,0,A,,0021900351,H,GSW,2019-12-09,Jacob Evans,1575958544684,2019-12-10 06:15:44.684
Marquese,Chriss,32,,12,38,758,6,2,1,0,0,0,2,3,5,0,0,0,2,4,0,0,1,0,4,4,2,0,1627737,5,1,0,A,,0021900351,H,GSW,2019-12-09,Marquese Chriss,1575958544684,2019-12-10 06:15:44.684
Jordan,Poole,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629673,0,0,0,A,,0021900351,H,GSW,2019-12-09,Jordan Poole,1575958544684,2019-12-10 06:15:44.684
Stephen,Curry,30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201939,0,0,0,I,,0021900351,H,GSW,2019-12-09,Stephen Curry,1575958544684,2019-12-10 06:15:44.684
Damion,Lee,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1627814,0,0,0,I,,0021900351,H,GSW,2019-12-09,Damion Lee,1575958544684,2019-12-10 06:15:44.684
Alen,Smailagic,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629346,0,0,0,I,,0021900351,H,GSW,2019-12-09,Alen Smailagic,1575958544684,2019-12-10 06:15:44.684
Klay,Thompson,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202691,0,0,0,I,,0021900351,H,GSW,2019-12-09,Klay Thompson,1575958544684,2019-12-10 06:15:44.684
Abdel,Nader,11,SF,28,4,1684,8,4,4,2,0,0,0,3,3,1,2,1,5,10,0,0,0,0,4,4,2,1,1627846,10,0,0,A,,0021900350,A,OKC,2019-12-09,Abdel Nader,1575951899344,2019-12-10 04:24:59.344
Darius,Bazley,7,PF,25,57,1557,2,0,0,0,2,2,0,7,7,0,0,1,2,2,2,0,0,0,0,1,0,1,1629647,2,0,0,A,,0021900350,A,OKC,2019-12-09,Darius Bazley,1575951899344,2019-12-10 04:24:59.344
Steven,Adams,12,C,28,26,1706,4,4,0,0,4,3,2,11,13,4,0,4,1,11,2,0,0,0,8,4,4,0,203500,14,0,0,A,,0021900350,A,OKC,2019-12-09,Steven Adams,1575951899344,2019-12-10 04:24:59.344
Shai,Gilgeous-Alexander,2,SG,33,27,2007,20,7,5,2,6,4,0,6,6,3,2,0,2,20,1,4,5,2,10,12,5,0,1628983,5,0,0,A,,0021900350,A,OKC,2019-12-09,Shai Gilgeous-Alexander,1575951899344,2019-12-10 04:24:59.344
Chris,Paul,3,PG,30,24,1824,15,7,4,0,2,2,0,4,4,7,3,0,2,16,1,0,1,0,6,4,3,0,101108,20,0,0,A,,0021900350,A,OKC,2019-12-09,Chris Paul,1575951899344,2019-12-10 04:24:59.344
Luguentz,Dort,5,,29,0,1740,6,3,3,0,3,3,0,2,2,0,0,0,4,9,2,0,0,0,6,3,3,1,1629652,0,0,0,A,,0021900350,A,OKC,2019-12-09,Luguentz Dort,1575951899344,2019-12-10 04:24:59.344
Nerlens,Noel,9,,16,49,1009,4,2,0,0,0,0,0,6,6,4,1,1,2,4,0,0,0,0,4,4,2,0,203457,6,0,0,A,,0021900350,A,OKC,2019-12-09,Nerlens Noel,1575951899344,2019-12-10 04:24:59.344
Dennis,Schroder,17,,31,29,1889,21,11,8,3,2,2,0,3,3,2,0,0,2,27,1,8,5,3,4,4,2,0,203471,10,0,0,A,,0021900350,A,OKC,2019-12-09,Dennis Schroder,1575951899344,2019-12-10 04:24:59.344
Mike,Muscala,33,,15,31,931,5,2,4,1,0,0,0,2,2,0,1,0,0,5,1,0,0,0,0,0,0,1,203488,5,0,0,A,,0021900350,A,OKC,2019-12-09,Mike Muscala,1575951899344,2019-12-10 04:24:59.344
Devon,Hall,22,,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1628985,-2,0,0,A,,0021900350,A,OKC,2019-12-09,Devon Hall,1575951899344,2019-12-10 04:24:59.344
Terrance,Ferguson,23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628390,0,0,0,A,,0021900350,A,OKC,2019-12-09,Terrance Ferguson,1575951899344,2019-12-10 04:24:59.344
Deonte,Burton,30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629126,0,0,0,I,,0021900350,A,OKC,2019-12-09,Deonte Burton,1575951899344,2019-12-10 04:24:59.344
Hamidou,Diallo,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628977,0,0,0,I,,0021900350,A,OKC,2019-12-09,Hamidou Diallo,1575951899344,2019-12-10 04:24:59.344
Danilo,Gallinari,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201568,0,0,0,I,,0021900350,A,OKC,2019-12-09,Danilo Gallinari,1575951899344,2019-12-10 04:24:59.344
Justin,Patton,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628383,0,0,0,I,,0021900350,A,OKC,2019-12-09,Justin Patton,1575951899344,2019-12-10 04:24:59.344
Andre,Roberson,21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203460,0,0,0,I,,0021900350,A,OKC,2019-12-09,Andre Roberson,1575951899344,2019-12-10 04:24:59.344
Bojan,Bogdanovic,44,SF,31,51,1911,17,4,7,3,3,2,0,5,5,0,1,0,2,13,1,3,1,1,2,8,1,0,202711,-7,2,0,A,,0021900350,H,UTA,2019-12-09,Bojan Bogdanovic,1575951899344,2019-12-10 04:24:59.344
Royce,O'Neale,23,PF,26,15,1575,6,0,3,0,0,0,0,2,2,3,1,0,3,0,0,0,0,0,0,3,0,0,1626220,-16,1,0,A,,0021900350,H,UTA,2019-12-09,Royce O'Neale,1575951899344,2019-12-10 04:24:59.344
Rudy,Gobert,27,C,33,0,1980,10,9,0,0,2,1,4,13,17,1,0,0,3,19,4,2,1,1,18,10,9,0,203497,-9,1,0,A,,0021900350,H,UTA,2019-12-09,Rudy Gobert,1575951899344,2019-12-10 04:24:59.344
Joe,Ingles,2,SG,34,9,2049,7,3,6,3,0,0,0,4,4,8,3,0,2,9,4,3,1,1,0,1,0,0,204060,-5,0,0,A,,0021900350,H,UTA,2019-12-09,Joe Ingles,1575951899344,2019-12-10 04:24:59.344
Donovan,Mitchell,45,PG,35,16,2116,25,10,8,1,5,5,0,6,6,3,0,0,1,26,3,2,1,1,16,16,8,0,1628378,-14,1,0,A,,0021900350,H,UTA,2019-12-09,Donovan Mitchell,1575951899344,2019-12-10 04:24:59.344
Emmanuel,Mudiay,8,,17,31,1051,3,0,1,0,2,2,0,2,2,1,0,0,3,2,1,0,1,0,0,2,0,0,1626144,-15,0,0,A,,0021900350,H,UTA,2019-12-09,Emmanuel Mudiay,1575951899344,2019-12-10 04:24:59.344
Jeff,Green,22,,13,32,812,5,2,1,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,2,3,1,0,201145,-13,0,0,A,,0021900350,H,UTA,2019-12-09,Jeff Green,1575951899344,2019-12-10 04:24:59.344
Ed,Davis,17,,12,15,735,1,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,202334,-11,1,0,A,,0021900350,H,UTA,2019-12-09,Ed Davis,1575951899344,2019-12-10 04:24:59.344
Georges,Niang,31,,19,4,1144,7,3,4,1,0,0,1,2,3,0,1,0,2,7,0,3,2,1,4,3,2,1,1627777,-9,0,0,A,,0021900350,H,UTA,2019-12-09,Georges Niang,1575951899344,2019-12-10 04:24:59.344
Dante,Exum,11,,7,41,461,4,2,1,0,0,0,0,3,3,2,0,0,0,4,1,0,0,0,4,3,2,1,203957,9,1,0,A,,0021900350,H,UTA,2019-12-09,Dante Exum,1575951899344,2019-12-10 04:24:59.344
Juwan,Morgan,16,,3,55,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1629752,8,0,0,A,,0021900350,H,UTA,2019-12-09,Juwan Morgan,1575951899344,2019-12-10 04:24:59.344
Nigel,Williams-Goss,0,,2,45,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1628430,6,0,0,A,,0021900350,H,UTA,2019-12-09,Nigel Williams-Goss,1575951899344,2019-12-10 04:24:59.344
Tony,Bradley,13,,2,45,165,4,3,0,0,0,0,1,2,3,1,0,0,0,6,0,0,0,0,6,4,3,1,1628396,6,0,0,A,,0021900350,H,UTA,2019-12-09,Tony Bradley,1575951899344,2019-12-10 04:24:59.344
Jarrell,Brantley,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629714,0,0,0,I,,0021900350,H,UTA,2019-12-09,Jarrell Brantley,1575951899344,2019-12-10 04:24:59.344
Mike,Conley,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201144,0,0,0,I,,0021900350,H,UTA,2019-12-09,Mike Conley,1575951899344,2019-12-10 04:24:59.344
Miye,Oni,24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629671,0,0,0,I,,0021900350,H,UTA,2019-12-09,Miye Oni,1575951899344,2019-12-10 04:24:59.344
Justin,Wright-Foreman,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629625,0,0,0,I,,0021900350,H,UTA,2019-12-09,Justin Wright-Foreman,1575951899344,2019-12-10 04:24:59.344
Josh,Okogie,20,SF,28,35,1715,8,3,1,0,2,2,1,1,2,0,2,0,2,8,0,2,1,1,6,7,3,0,1629006,-13,0,0,A,,0021900349,A,MIN,2019-12-09,Josh Okogie,1575951896495,2019-12-10 04:24:56.495
Robert,Covington,33,PF,26,26,1586,5,1,4,0,2,2,0,2,2,0,0,0,2,4,1,0,1,0,2,1,1,0,203496,-14,0,0,A,,0021900349,A,MIN,2019-12-09,Robert Covington,1575951896495,2019-12-10 04:24:56.495
Karl-Anthony,Towns,32,C,34,43,2083,18,12,4,2,9,7,5,10,15,2,0,2,3,33,2,0,0,0,20,14,10,0,1626157,-14,1,0,A,,0021900349,A,MIN,2019-12-09,Karl-Anthony Towns,1575951896495,2019-12-10 04:24:56.495
Jarrett,Culver,23,SG,14,39,879,4,2,1,0,3,2,1,5,6,1,0,1,5,6,3,1,0,0,4,3,2,1,1629633,-8,0,0,A,,0021900349,A,MIN,2019-12-09,Jarrett Culver,1575951896495,2019-12-10 04:24:56.495
Andrew,Wiggins,22,PG,37,20,2240,18,8,5,1,7,6,1,3,4,4,0,2,2,23,1,2,1,1,14,12,7,0,203952,-16,1,0,A,,0021900349,A,MIN,2019-12-09,Andrew Wiggins,1575951896495,2019-12-10 04:24:56.495
Jeff,Teague,0,,27,47,1667,14,6,2,1,4,3,1,2,3,4,2,0,3,16,3,0,0,0,10,12,5,0,201952,-3,0,0,A,,0021900349,A,MIN,2019-12-09,Jeff Teague,1575951896495,2019-12-10 04:24:56.495
Jordan,Bell,7,,5,4,304,2,1,0,0,0,0,0,2,2,0,0,1,0,2,0,0,0,0,2,2,1,0,1628395,0,1,0,A,,0021900349,A,MIN,2019-12-09,Jordan Bell,1575951896495,2019-12-10 04:24:56.495
Shabazz,Napier,13,,16,31,991,5,3,3,1,0,0,0,1,1,2,1,0,2,7,5,2,1,1,4,2,2,0,203894,-11,0,0,A,,0021900349,A,MIN,2019-12-09,Shabazz Napier,1575951896495,2019-12-10 04:24:56.495
Keita,Bates-Diop,31,,22,39,1359,4,1,0,0,0,0,1,4,5,1,0,0,2,2,0,0,1,0,2,4,1,1,1628966,-1,2,0,A,,0021900349,A,MIN,2019-12-09,Keita Bates-Diop,1575951896495,2019-12-10 04:24:56.495
Gorgui,Dieng,5,,12,8,728,5,2,1,0,0,0,0,2,2,0,1,1,1,4,1,0,0,0,2,3,1,0,203476,-4,0,0,A,,0021900349,A,MIN,2019-12-09,Gorgui Dieng,1575951896495,2019-12-10 04:24:56.495
Treveon,Graham,12,,11,49,709,2,1,1,1,2,1,0,1,1,0,0,0,0,4,0,0,0,0,0,1,0,1,1626203,0,0,0,A,,0021900349,A,MIN,2019-12-09,Treveon Graham,1575951896495,2019-12-10 04:24:56.495
Noah,Vonleh,1,,1,9,69,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,203943,2,0,0,A,,0021900349,A,MIN,2019-12-09,Noah Vonleh,1575951896495,2019-12-10 04:24:56.495
Naz,Reid,11,,1,9,69,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1629675,2,0,0,A,,0021900349,A,MIN,2019-12-09,Naz Reid,1575951896495,2019-12-10 04:24:56.495
Jake,Layman,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1627774,0,0,0,I,,0021900349,A,MIN,2019-12-09,Jake Layman,1575951896495,2019-12-10 04:24:56.495
Kelan,Martin,30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629103,0,0,0,I,,0021900349,A,MIN,2019-12-09,Kelan Martin,1575951896495,2019-12-10 04:24:56.495
Jordan,McLaughlin,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629162,0,0,0,I,,0021900349,A,MIN,2019-12-09,Jordan McLaughlin,1575951896495,2019-12-10 04:24:56.495
Jaylen,Nowell,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629669,0,0,0,I,,0021900349,A,MIN,2019-12-09,Jaylen Nowell,1575951896495,2019-12-10 04:24:56.495
Kelly,Oubre Jr.,3,SF,33,2,1982,15,8,6,2,6,6,1,3,4,0,0,1,4,24,1,6,2,2,12,9,6,0,1626162,16,1,0,A,,0021900349,H,PHX,2019-12-09,Kelly Oubre Jr.,1575951896495,2019-12-10 04:24:56.495
Dario,Saric,20,PF,32,16,1936,11,7,6,2,5,4,1,8,9,1,1,0,3,20,1,0,1,0,8,4,4,0,203967,12,0,0,A,,0021900349,H,PHX,2019-12-09,Dario Saric,1575951896495,2019-12-10 04:24:56.495
Frank,Kaminsky,8,C,9,46,586,4,2,3,2,0,0,0,2,2,2,1,0,4,6,0,0,1,0,0,1,0,0,1626163,5,0,0,A,,0021900349,H,PHX,2019-12-09,Frank Kaminsky,1575951896495,2019-12-10 04:24:56.495
Devin,Booker,1,SG,36,15,2175,20,11,7,3,2,1,1,3,4,7,0,1,1,26,3,8,3,3,12,7,6,0,1626164,15,2,0,A,,0021900349,H,PHX,2019-12-09,Devin Booker,1575951896495,2019-12-10 04:24:56.495
Ricky,Rubio,11,PG,33,27,2007,16,6,2,2,2,2,2,2,4,14,0,0,2,16,1,4,1,1,4,8,2,0,201937,15,1,0,A,,0021900349,H,PHX,2019-12-09,Ricky Rubio,1575951896495,2019-12-10 04:24:56.495
Cameron,Johnson,23,,26,17,1577,8,4,6,2,0,0,2,3,5,2,0,0,0,10,0,0,1,0,4,2,2,1,1629661,6,0,0,A,,0021900349,H,PHX,2019-12-09,Cameron Johnson,1575951896495,2019-12-10 04:24:56.495
